label,q1,q2
0,Q551526,Q678085
1,Q350260,Q087792
1,Q378730,Q214758
1,Q522040,Q372438
1,Q285904,Q133359
0,Q677846,Q718235
0,Q354616,Q248150
0,Q402935,Q629599
1,Q126706,Q445171
0,Q172813,Q615298
0,Q500126,Q248958
1,Q048717,Q063788
0,Q359119,Q232443
0,Q229870,Q424435
1,Q475251,Q261184
1,Q166888,Q535244
1,Q386607,Q235258
1,Q289081,Q502261
0,Q292424,Q343630
1,Q160576,Q602938
1,Q533021,Q052634
0,Q220495,Q460146
0,Q491700,Q587911
0,Q362579,Q343077
1,Q295111,Q143184
1,Q508856,Q496600
1,Q621141,Q699996
1,Q152149,Q200129
0,Q491711,Q341988
1,Q173675,Q349286
0,Q388501,Q101095
0,Q583575,Q367122
1,Q056361,Q573216
0,Q096795,Q547966
0,Q044962,Q326153
1,Q302470,Q679474
0,Q255905,Q054794
0,Q327789,Q025555
0,Q580595,Q407847
1,Q018720,Q545036
0,Q594025,Q056574
1,Q517980,Q388432
0,Q486554,Q318075
1,Q400204,Q631191
1,Q152756,Q591843
0,Q201572,Q451086
0,Q248798,Q659744
1,Q302571,Q109355
0,Q694546,Q597209
1,Q541725,Q013722
0,Q444582,Q356818
0,Q669811,Q556785
1,Q013722,Q353394
1,Q308891,Q329017
1,Q133083,Q491656
1,Q278984,Q372276
0,Q701598,Q226213
0,Q561275,Q407293
1,Q299169,Q471989
1,Q512864,Q402863
1,Q000856,Q635073
1,Q280416,Q491101
0,Q477022,Q434560
0,Q447639,Q107052
1,Q544907,Q671719
0,Q140496,Q657414
1,Q525089,Q223843
0,Q281105,Q306974
0,Q537223,Q694201
0,Q150198,Q359114
1,Q427262,Q153102
1,Q376281,Q045651
1,Q158241,Q474880
1,Q367041,Q605078
1,Q241435,Q117938
0,Q408555,Q366654
1,Q087171,Q514181
1,Q105030,Q551900
1,Q161145,Q660159
1,Q480793,Q470919
1,Q514153,Q652180
0,Q599493,Q379011
0,Q510940,Q210783
1,Q306055,Q484147
1,Q250468,Q639163
0,Q588380,Q623160
1,Q608524,Q167187
1,Q563272,Q176198
1,Q279822,Q214132
0,Q010228,Q480980
1,Q641901,Q452146
1,Q525321,Q631216
1,Q681033,Q570408
0,Q570967,Q412834
1,Q486926,Q016830
0,Q452067,Q352965
1,Q329318,Q048693
1,Q458137,Q437245
0,Q040742,Q077302
1,Q063986,Q525530
1,Q024821,Q475257
1,Q378170,Q521189
1,Q453585,Q594377
1,Q146855,Q282033
1,Q618065,Q512266
0,Q014928,Q136663
1,Q148028,Q523989
1,Q254698,Q249212
1,Q224814,Q401353
0,Q566236,Q439052
1,Q477247,Q280334
0,Q409244,Q338111
1,Q053333,Q400484
1,Q076671,Q511438
0,Q505695,Q416026
1,Q171337,Q381975
1,Q666833,Q712746
1,Q489102,Q243351
0,Q191046,Q036267
1,Q492345,Q100925
1,Q476666,Q463148
1,Q182499,Q278702
1,Q651527,Q499996
1,Q593693,Q000856
0,Q186641,Q360562
0,Q042997,Q584733
1,Q040723,Q178161
0,Q269287,Q191046
1,Q344750,Q438674
0,Q666994,Q368276
1,Q332837,Q208399
1,Q689905,Q527410
0,Q295899,Q005482
1,Q176077,Q600825
1,Q350090,Q033206
1,Q481062,Q237314
0,Q540216,Q503834
1,Q443292,Q043338
1,Q451912,Q512259
1,Q375383,Q540307
1,Q380701,Q619631
1,Q046815,Q428460
1,Q529825,Q035140
1,Q472014,Q342849
1,Q482640,Q556212
1,Q364195,Q591843
1,Q552311,Q645061
1,Q385265,Q401545
0,Q693360,Q535059
0,Q429881,Q192976
1,Q305613,Q466151
0,Q526710,Q401054
1,Q371320,Q655735
1,Q568124,Q402818
0,Q459145,Q309386
1,Q013732,Q441135
1,Q417192,Q466742
0,Q332093,Q255937
1,Q638800,Q142598
0,Q703586,Q284077
1,Q711077,Q032446
0,Q605464,Q221348
0,Q232332,Q550323
1,Q268227,Q236427
0,Q050008,Q331131
1,Q381758,Q641659
1,Q103467,Q214871
0,Q096230,Q558644
0,Q194210,Q415856
0,Q593678,Q196776
1,Q614609,Q546163
1,Q274978,Q064557
0,Q243223,Q115395
1,Q282047,Q408777
1,Q655731,Q598249
1,Q358613,Q671804
1,Q214576,Q106622
0,Q610906,Q494354
1,Q545237,Q537833
0,Q475157,Q661170
0,Q633501,Q527755
0,Q519112,Q327999
1,Q491165,Q153197
1,Q553398,Q338361
1,Q667741,Q482314
1,Q481410,Q232112
0,Q567621,Q018076
0,Q723311,Q536742
1,Q278873,Q043321
1,Q097828,Q235500
0,Q603711,Q400655
0,Q390981,Q146728
1,Q318838,Q043779
1,Q701564,Q307283
1,Q512666,Q197401
1,Q164350,Q355500
1,Q282577,Q504879
0,Q286184,Q026698
1,Q703125,Q326022
0,Q528830,Q597871
0,Q310694,Q096726
0,Q721241,Q023530
0,Q556764,Q444707
0,Q439849,Q226213
1,Q349240,Q146803
1,Q606356,Q345245
0,Q206864,Q065848
1,Q328052,Q580815
0,Q212336,Q066971
0,Q303124,Q705953
1,Q541725,Q680339
1,Q319894,Q459225
1,Q693675,Q641990
0,Q468364,Q019911
0,Q266359,Q678354
1,Q719821,Q190837
0,Q071028,Q455917
1,Q286750,Q192966
1,Q249081,Q150486
0,Q523512,Q279666
0,Q472892,Q284387
1,Q671234,Q082089
0,Q197240,Q711303
0,Q681563,Q500645
1,Q421435,Q011801
0,Q070861,Q604145
0,Q176784,Q580263
0,Q328052,Q565336
0,Q176784,Q377385
1,Q097969,Q354646
1,Q028946,Q397345
0,Q329190,Q340496
0,Q002107,Q262642
0,Q303688,Q042410
1,Q115090,Q223136
0,Q113968,Q269490
0,Q286532,Q619363
1,Q099941,Q282535
0,Q590904,Q329374
1,Q503911,Q482264
1,Q130448,Q221968
0,Q711550,Q356321
1,Q688287,Q403766
1,Q398998,Q485474
0,Q114043,Q555488
1,Q685446,Q390903
0,Q499980,Q605893
0,Q203137,Q547138
1,Q494061,Q346406
1,Q105795,Q650235
0,Q072015,Q303922
1,Q092028,Q675582
1,Q601435,Q516687
1,Q140528,Q634113
0,Q621578,Q384314
1,Q000795,Q605758
1,Q384300,Q639502
1,Q448694,Q329522
1,Q224809,Q091099
0,Q239054,Q058359
0,Q206864,Q206370
1,Q165318,Q343379
1,Q441792,Q284906
1,Q609502,Q135965
1,Q550568,Q040928
1,Q460657,Q208402
0,Q327243,Q217627
0,Q265719,Q623414
0,Q551293,Q124697
1,Q449477,Q142598
1,Q517980,Q383157
0,Q377415,Q607650
1,Q289124,Q517417
1,Q229926,Q292331
1,Q586551,Q413951
0,Q106260,Q713840
0,Q721751,Q339076
0,Q040604,Q164779
0,Q378390,Q144053
1,Q264502,Q520722
1,Q329485,Q429055
1,Q473278,Q232413
1,Q476796,Q041585
0,Q459482,Q115227
1,Q250924,Q335090
0,Q083804,Q247865
0,Q468260,Q249081
1,Q083272,Q337316
1,Q376644,Q328057
1,Q317055,Q276217
0,Q412936,Q421810
0,Q062458,Q346211
0,Q001643,Q478121
1,Q236115,Q031592
1,Q468334,Q409912
1,Q527743,Q652053
1,Q164599,Q350594
0,Q039554,Q598249
0,Q488249,Q353698
0,Q131878,Q091814
0,Q717567,Q221506
0,Q582170,Q293430
1,Q318693,Q030666
0,Q074049,Q197470
0,Q381817,Q631638
1,Q477528,Q652797
0,Q643109,Q234028
1,Q148407,Q670719
1,Q424638,Q466977
0,Q500600,Q134790
1,Q156284,Q650681
1,Q594692,Q598808
0,Q550169,Q719394
0,Q609221,Q582947
0,Q492857,Q447874
1,Q476994,Q038134
1,Q148765,Q357527
0,Q159834,Q305004
1,Q429651,Q674264
1,Q339925,Q041678
0,Q197470,Q616951
0,Q447468,Q110778
0,Q178184,Q414041
1,Q063658,Q349997
1,Q291781,Q600519
0,Q042596,Q115911
1,Q479637,Q681563
1,Q509996,Q095768
1,Q508440,Q125925
1,Q399760,Q286931
0,Q722657,Q109262
0,Q625920,Q661051
1,Q093317,Q573371
0,Q407891,Q598100
1,Q260824,Q624931
0,Q463639,Q664887
1,Q157342,Q098480
1,Q094322,Q015612
0,Q578669,Q653394
0,Q312014,Q487681
0,Q220864,Q578594
0,Q684962,Q135273
0,Q322442,Q077551
1,Q466742,Q525236
0,Q713287,Q124160
0,Q425150,Q269476
0,Q103813,Q356933
0,Q644118,Q344491
0,Q034499,Q581249
1,Q467289,Q186117
0,Q254657,Q444014
1,Q636667,Q364463
1,Q062508,Q312097
0,Q021111,Q554782
1,Q714721,Q688519
1,Q647527,Q297690
1,Q108571,Q044571
0,Q537876,Q713129
1,Q320915,Q599229
1,Q519995,Q084913
0,Q410383,Q504596
1,Q579675,Q586603
1,Q147949,Q025521
0,Q421317,Q717596
1,Q163322,Q317111
0,Q445210,Q609426
1,Q687598,Q716246
0,Q292388,Q539099
0,Q723363,Q550218
1,Q409765,Q537373
1,Q536818,Q485418
1,Q259294,Q254415
1,Q330112,Q329524
0,Q250585,Q348366
0,Q014392,Q130826
1,Q384499,Q665472
0,Q063818,Q636801
0,Q080885,Q033105
0,Q114474,Q299220
0,Q147581,Q242843
0,Q254955,Q720613
0,Q713602,Q127244
0,Q317168,Q432980
1,Q623824,Q099959
0,Q388323,Q324529
0,Q006126,Q174803
0,Q707013,Q548881
0,Q005099,Q420961
1,Q725121,Q451945
1,Q623469,Q657450
0,Q628059,Q164825
0,Q673338,Q400649
1,Q689430,Q320245
0,Q687738,Q158110
1,Q673564,Q176109
1,Q618421,Q053744
1,Q561981,Q360992
0,Q233762,Q579747
0,Q658428,Q558007
1,Q654666,Q002483
1,Q577789,Q195777
0,Q499920,Q552141
1,Q528195,Q020230
0,Q334735,Q153842
0,Q530140,Q469019
1,Q192505,Q330183
0,Q644268,Q474566
0,Q424154,Q095054
0,Q412702,Q590265
1,Q354073,Q474040
0,Q434439,Q121095
0,Q073409,Q441326
0,Q338743,Q540709
1,Q105583,Q164864
0,Q020446,Q692491
1,Q003831,Q059221
1,Q556257,Q182607
1,Q230473,Q572207
1,Q329017,Q028875
1,Q052976,Q473488
1,Q331063,Q051815
1,Q358400,Q621899
1,Q463365,Q272022
1,Q231610,Q714830
1,Q408070,Q354605
0,Q562986,Q657331
0,Q114043,Q275320
1,Q035697,Q109355
1,Q535065,Q401545
1,Q294620,Q011590
1,Q081794,Q369729
1,Q028510,Q470978
0,Q002235,Q048913
0,Q077565,Q058150
0,Q370944,Q575166
1,Q072304,Q492253
0,Q681563,Q607287
1,Q234060,Q699069
0,Q457803,Q662217
0,Q607650,Q277582
0,Q216168,Q694270
1,Q556257,Q227644
0,Q633014,Q061673
0,Q208035,Q434810
1,Q558788,Q681867
0,Q412892,Q001878
1,Q475257,Q053756
1,Q115725,Q343795
1,Q118880,Q659707
0,Q381734,Q687548
1,Q030910,Q200242
1,Q680517,Q139904
0,Q120806,Q142534
1,Q672670,Q247112
1,Q600061,Q211885
1,Q045967,Q457830
0,Q106621,Q376627
1,Q519882,Q192464
1,Q171337,Q715180
0,Q073618,Q238341
0,Q155588,Q681427
1,Q068315,Q237540
1,Q709931,Q690554
0,Q227801,Q607765
1,Q617345,Q343077
1,Q059523,Q508817
1,Q074791,Q170761
1,Q685700,Q494372
0,Q028833,Q676207
0,Q678663,Q092990
0,Q016766,Q498570
0,Q464551,Q183267
0,Q255056,Q499930
0,Q375075,Q584077
0,Q327380,Q474823
1,Q543100,Q394377
1,Q656053,Q075194
1,Q178721,Q691300
0,Q115134,Q276795
0,Q431460,Q576952
0,Q125400,Q429824
0,Q459039,Q332036
1,Q111493,Q536936
1,Q044949,Q163824
0,Q583267,Q667942
1,Q180669,Q050156
1,Q461168,Q715666
0,Q321696,Q255884
1,Q160782,Q472794
0,Q414782,Q605193
1,Q629477,Q265603
0,Q545826,Q412077
1,Q654175,Q108056
0,Q343683,Q297801
1,Q658083,Q316922
1,Q510191,Q211990
0,Q614034,Q096556
1,Q651851,Q130163
0,Q245552,Q344572
1,Q259318,Q059861
1,Q314584,Q538921
1,Q364191,Q527988
1,Q385471,Q287456
0,Q007239,Q151271
1,Q057092,Q343007
1,Q662714,Q120258
0,Q477869,Q291927
1,Q619867,Q043075
0,Q515398,Q108265
1,Q642369,Q286574
1,Q026804,Q244450
1,Q468874,Q536051
1,Q335877,Q371415
1,Q043075,Q194805
1,Q482314,Q171926
1,Q638563,Q716662
0,Q212038,Q540251
1,Q626570,Q169629
0,Q261572,Q096571
1,Q068709,Q616091
0,Q024972,Q526264
1,Q483554,Q699354
1,Q390804,Q395798
0,Q077553,Q213526
1,Q699201,Q197070
1,Q237274,Q224814
1,Q093638,Q139722
0,Q537229,Q360993
1,Q510974,Q637524
1,Q666606,Q349958
0,Q163755,Q416908
1,Q514476,Q288566
1,Q723726,Q442152
1,Q665655,Q667981
0,Q066942,Q131522
0,Q571092,Q348907
1,Q379250,Q064824
0,Q013196,Q043668
1,Q401273,Q383569
0,Q571334,Q633884
0,Q296165,Q338098
1,Q193256,Q577505
0,Q414134,Q513849
0,Q336565,Q627145
0,Q473186,Q550593
1,Q522689,Q208060
0,Q222439,Q477247
0,Q316197,Q606091
1,Q371151,Q140008
1,Q495521,Q319506
1,Q076631,Q171606
1,Q522709,Q515329
0,Q390709,Q669740
1,Q311303,Q555817
0,Q021126,Q404564
0,Q665565,Q024387
1,Q312453,Q456038
0,Q108726,Q078451
0,Q142598,Q515998
0,Q029796,Q208819
1,Q288658,Q236299
0,Q239417,Q430052
0,Q643909,Q557927
0,Q278728,Q565399
1,Q131939,Q727544
1,Q137152,Q537653
1,Q638634,Q508578
1,Q225450,Q698739
0,Q564863,Q459907
0,Q328094,Q630610
1,Q111240,Q015382
1,Q219993,Q434296
1,Q610485,Q366920
1,Q591486,Q038070
1,Q204349,Q611620
1,Q044301,Q696305
0,Q414788,Q261077
0,Q267014,Q132981
0,Q534929,Q333745
0,Q553390,Q413158
0,Q706419,Q039887
0,Q698784,Q136764
1,Q616836,Q521283
1,Q341528,Q673637
0,Q415376,Q365828
1,Q660889,Q604100
0,Q514808,Q003872
1,Q460510,Q568250
0,Q243984,Q160442
1,Q524360,Q088926
0,Q651554,Q118115
1,Q178579,Q249081
0,Q266582,Q091622
0,Q650899,Q031380
0,Q713835,Q205651
1,Q498333,Q372951
1,Q334067,Q316265
0,Q548984,Q129051
0,Q100175,Q618983
0,Q589990,Q278406
0,Q703115,Q235205
0,Q079372,Q464978
1,Q415776,Q684051
1,Q610583,Q157522
0,Q338703,Q352834
0,Q047470,Q062435
0,Q139367,Q149927
0,Q711952,Q653943
0,Q082408,Q193331
0,Q299374,Q653152
0,Q494068,Q276594
1,Q285336,Q276383
1,Q667500,Q456016
0,Q569363,Q356780
0,Q654556,Q337852
1,Q282762,Q434683
1,Q267770,Q665690
1,Q422078,Q715881
0,Q367258,Q484662
0,Q521365,Q448635
1,Q531453,Q620683
0,Q200564,Q131286
0,Q045934,Q665644
1,Q602349,Q196441
1,Q542973,Q572442
0,Q030359,Q095589
0,Q164540,Q476646
1,Q192840,Q435484
1,Q508952,Q094474
1,Q403480,Q382831
1,Q004566,Q288216
1,Q188224,Q556519
1,Q563689,Q521930
0,Q213739,Q595913
1,Q641990,Q346829
0,Q228488,Q458774
1,Q607739,Q591245
0,Q125758,Q427740
0,Q548186,Q048868
0,Q147438,Q290063
0,Q456641,Q224318
1,Q149640,Q510693
1,Q018136,Q664950
0,Q366303,Q657041
0,Q209883,Q417763
1,Q151047,Q056403
1,Q356862,Q378530
1,Q533450,Q668580
0,Q167397,Q655223
0,Q232503,Q204869
0,Q223972,Q494188
1,Q478011,Q717763
0,Q219631,Q392145
0,Q189677,Q694639
0,Q441186,Q560034
0,Q518470,Q499789
0,Q433124,Q565633
1,Q016161,Q007711
1,Q623681,Q104970
0,Q719262,Q420792
1,Q626057,Q364773
1,Q687393,Q317424
1,Q050007,Q402029
1,Q556047,Q116918
0,Q478385,Q092654
1,Q645061,Q710049
1,Q461668,Q388999
0,Q332127,Q038396
0,Q542336,Q698982
1,Q537986,Q204089
1,Q268432,Q504804
1,Q234035,Q005396
1,Q485622,Q361004
0,Q192190,Q208436
1,Q057398,Q663836
1,Q046054,Q584732
1,Q554648,Q436081
1,Q119714,Q339751
1,Q011611,Q714426
1,Q444476,Q074028
0,Q035048,Q088119
0,Q414728,Q166461
0,Q212764,Q593342
1,Q680448,Q229412
1,Q097947,Q201893
1,Q079907,Q614692
1,Q251061,Q485944
1,Q132649,Q024010
1,Q170672,Q710255
1,Q379106,Q148347
1,Q688966,Q211376
1,Q318838,Q251516
1,Q701026,Q356180
1,Q187355,Q212935
1,Q435529,Q548494
1,Q086346,Q261091
0,Q560479,Q260763
0,Q400680,Q183467
0,Q078129,Q257388
1,Q213784,Q521124
0,Q303796,Q640425
0,Q636369,Q441263
1,Q310128,Q291197
1,Q578767,Q449095
0,Q114954,Q678486
1,Q059947,Q067103
1,Q365748,Q694972
0,Q615267,Q539886
0,Q065763,Q176521
0,Q702115,Q029244
1,Q576559,Q519007
0,Q445805,Q393157
1,Q224221,Q417138
1,Q721752,Q485992
0,Q263471,Q494416
1,Q439011,Q723397
0,Q639434,Q695993
0,Q202103,Q204396
1,Q442284,Q547128
0,Q417265,Q182499
1,Q232354,Q099710
0,Q158499,Q012315
0,Q021126,Q368171
1,Q451207,Q485685
0,Q385104,Q248995
1,Q678761,Q423255
0,Q539886,Q621096
0,Q602732,Q434510
1,Q386560,Q136750
0,Q432540,Q668589
1,Q701414,Q338233
1,Q436081,Q368127
1,Q632400,Q687250
0,Q448442,Q021111
0,Q184799,Q152642
1,Q155434,Q002683
0,Q250271,Q006010
1,Q484477,Q209713
1,Q022728,Q642456
0,Q309150,Q540957
1,Q150964,Q007611
1,Q284008,Q507513
1,Q551990,Q517384
0,Q204219,Q316457
1,Q344984,Q507198
1,Q626557,Q576547
1,Q514665,Q426935
0,Q244422,Q417138
1,Q132364,Q593736
1,Q598487,Q538368
0,Q236617,Q161620
1,Q457422,Q652507
0,Q528786,Q657902
1,Q726750,Q391194
1,Q019989,Q509780
0,Q150665,Q009867
0,Q438800,Q402884
0,Q196410,Q037872
0,Q022484,Q549456
0,Q101612,Q549614
0,Q100092,Q202304
0,Q099902,Q174567
1,Q132998,Q434472
1,Q400745,Q302152
0,Q569748,Q672670
1,Q279718,Q388951
0,Q237226,Q308733
1,Q275401,Q332000
1,Q011905,Q155779
1,Q316015,Q280334
0,Q377596,Q680448
1,Q535527,Q677032
0,Q394271,Q544436
0,Q292027,Q284563
0,Q678958,Q259448
0,Q545973,Q473322
1,Q356004,Q143232
0,Q109087,Q004628
1,Q542016,Q097969
1,Q097502,Q487816
1,Q350241,Q353442
0,Q116612,Q179358
0,Q575564,Q591039
0,Q719782,Q483224
1,Q525665,Q107052
1,Q544484,Q684588
1,Q048997,Q414588
1,Q610504,Q311272
1,Q136196,Q033290
0,Q261491,Q710626
0,Q362000,Q445648
0,Q367041,Q375320
1,Q645370,Q602785
0,Q619700,Q305263
0,Q266137,Q575380
1,Q382346,Q621145
1,Q484532,Q348257
0,Q277350,Q378118
1,Q193481,Q086785
0,Q626138,Q404178
0,Q456317,Q017779
1,Q545073,Q635200
0,Q622120,Q635272
0,Q600169,Q440882
0,Q580637,Q294799
0,Q234272,Q435459
1,Q618119,Q005326
0,Q162784,Q595249
1,Q031332,Q186176
0,Q673942,Q271134
1,Q249738,Q073693
0,Q637370,Q576516
1,Q655201,Q332277
0,Q250645,Q350638
1,Q293318,Q417272
1,Q296208,Q526743
0,Q383706,Q715144
1,Q111964,Q528511
0,Q011786,Q620380
1,Q280584,Q095893
1,Q289444,Q117406
1,Q618965,Q542585
1,Q034338,Q139081
0,Q435907,Q434289
0,Q497601,Q580176
0,Q052258,Q725010
0,Q583249,Q030852
1,Q095727,Q473472
1,Q597479,Q407447
0,Q231827,Q198774
1,Q670013,Q153574
0,Q244298,Q061466
1,Q392428,Q371502
1,Q718602,Q406354
0,Q603619,Q481791
0,Q318761,Q188240
1,Q072829,Q000856
1,Q657413,Q244383
1,Q501171,Q400182
0,Q246260,Q452956
1,Q206701,Q727374
0,Q091806,Q599065
0,Q313229,Q266293
0,Q662507,Q173557
1,Q585364,Q094814
0,Q590319,Q373534
0,Q087969,Q122492
1,Q689791,Q534217
0,Q006177,Q084907
0,Q434810,Q250011
0,Q080437,Q561055
1,Q583260,Q682673
0,Q445768,Q019772
1,Q277934,Q076371
0,Q648982,Q262013
1,Q593547,Q268920
0,Q288522,Q027745
1,Q674761,Q439978
1,Q017440,Q668160
1,Q294708,Q447221
1,Q558834,Q277539
1,Q172475,Q618867
0,Q581422,Q120235
0,Q111799,Q494384
1,Q428431,Q457310
0,Q349689,Q328865
0,Q083972,Q108009
0,Q713287,Q632633
0,Q429815,Q066225
1,Q609581,Q125890
1,Q376007,Q587415
0,Q619504,Q344851
1,Q169909,Q204399
1,Q070312,Q447352
0,Q109540,Q166865
1,Q328004,Q671812
0,Q208483,Q663508
1,Q127382,Q714798
0,Q030609,Q242305
0,Q465575,Q026156
0,Q226611,Q022169
0,Q381309,Q170524
0,Q609662,Q553556
0,Q552589,Q624578
1,Q411688,Q047134
1,Q202258,Q651096
1,Q137613,Q424359
1,Q081366,Q127625
0,Q196896,Q085613
0,Q710997,Q043237
1,Q155624,Q592898
0,Q560049,Q206886
0,Q609432,Q032381
1,Q517980,Q055304
1,Q341895,Q335837
1,Q667921,Q498333
1,Q578638,Q487816
1,Q370921,Q131349
1,Q722137,Q713511
0,Q147276,Q648486
0,Q679064,Q527629
0,Q596828,Q216940
1,Q205928,Q127479
0,Q631667,Q067384
1,Q084283,Q475735
0,Q454690,Q115469
0,Q248086,Q141495
0,Q714024,Q306215
0,Q587939,Q045229
0,Q314649,Q621663
1,Q314546,Q101979
0,Q237885,Q318420
0,Q290367,Q200295
0,Q470728,Q398889
0,Q038307,Q718472
0,Q062687,Q558820
0,Q165899,Q101720
1,Q004612,Q346028
0,Q653230,Q306572
1,Q499089,Q369011
1,Q451912,Q639479
0,Q135531,Q126144
0,Q420884,Q408629
1,Q382883,Q098487
1,Q600546,Q514948
1,Q685986,Q087583
1,Q467727,Q255425
0,Q719865,Q354211
1,Q714717,Q059947
1,Q342533,Q644869
1,Q128700,Q493272
0,Q462204,Q280953
0,Q484052,Q352985
1,Q463075,Q676031
0,Q138411,Q070633
1,Q532671,Q726300
1,Q560491,Q119027
0,Q574087,Q020926
1,Q358636,Q114043
1,Q176196,Q075800
1,Q545384,Q471730
1,Q484792,Q568704
1,Q476049,Q115132
1,Q166846,Q051665
0,Q129051,Q133147
0,Q266047,Q689145
1,Q092705,Q462055
1,Q477987,Q309510
1,Q268444,Q364967
0,Q089595,Q385826
1,Q476295,Q411578
1,Q468733,Q530882
1,Q000856,Q254963
0,Q628639,Q389290
1,Q132119,Q161302
1,Q452896,Q612448
0,Q031804,Q340807
0,Q008672,Q232109
1,Q555235,Q373805
0,Q044959,Q169568
0,Q071789,Q079635
0,Q351263,Q049061
0,Q366895,Q203373
1,Q095867,Q588581
1,Q157328,Q497833
1,Q718736,Q427328
1,Q271833,Q211715
1,Q409594,Q079740
0,Q042569,Q591079
0,Q181974,Q715152
0,Q403462,Q481558
0,Q151194,Q434749
0,Q138453,Q160082
1,Q335873,Q388323
0,Q130906,Q614226
1,Q015522,Q724496
0,Q414549,Q007155
1,Q516194,Q496690
1,Q711579,Q220248
0,Q037494,Q094014
1,Q013693,Q201361
1,Q136663,Q505873
0,Q684348,Q672213
0,Q270043,Q364967
0,Q152687,Q099044
0,Q460690,Q214236
1,Q271498,Q527020
0,Q166888,Q443262
0,Q051669,Q097780
1,Q146069,Q066027
1,Q339303,Q517030
0,Q279406,Q151713
0,Q052392,Q088698
0,Q122174,Q346054
1,Q145988,Q271678
1,Q677204,Q708408
0,Q369724,Q297183
1,Q662130,Q709897
0,Q526802,Q354488
1,Q145938,Q181063
1,Q508748,Q003167
1,Q652661,Q008907
0,Q670254,Q291489
1,Q076671,Q718127
1,Q389724,Q502568
1,Q205117,Q302561
1,Q121356,Q229870
1,Q368369,Q295254
1,Q048332,Q600359
0,Q308198,Q618119
0,Q667902,Q151860
0,Q496641,Q000643
0,Q600430,Q456528
0,Q503911,Q008611
0,Q367266,Q445057
0,Q158902,Q036060
0,Q304909,Q107661
0,Q249175,Q478555
1,Q463524,Q358618
0,Q320813,Q328966
0,Q405719,Q013189
1,Q194888,Q667735
1,Q258828,Q220360
1,Q120635,Q207259
0,Q095103,Q135259
0,Q113005,Q553954
1,Q639967,Q053001
0,Q703779,Q458120
0,Q272443,Q664487
1,Q607668,Q394134
0,Q051152,Q686125
1,Q272581,Q064207
1,Q103424,Q114902
0,Q676840,Q066543
1,Q675630,Q090968
0,Q562838,Q619300
1,Q497740,Q445982
1,Q258933,Q327240
1,Q180832,Q073392
0,Q699671,Q182595
0,Q394270,Q697917
1,Q172637,Q188240
1,Q208048,Q377712
0,Q120126,Q496867
1,Q247823,Q392971
1,Q267057,Q522532
1,Q410777,Q049706
0,Q601513,Q613676
1,Q233987,Q033839
0,Q109975,Q323211
1,Q501571,Q069550
0,Q667561,Q014197
1,Q120579,Q637835
0,Q137810,Q551423
0,Q544178,Q094015
0,Q466742,Q678210
0,Q222037,Q373935
0,Q180027,Q570970
0,Q333100,Q418100
0,Q441684,Q422613
1,Q620779,Q439351
1,Q080459,Q026923
1,Q054915,Q237952
1,Q118705,Q149381
0,Q234313,Q393279
1,Q410230,Q594839
0,Q194500,Q492226
0,Q615659,Q153911
1,Q638541,Q375775
0,Q171981,Q303374
0,Q034980,Q579959
0,Q476646,Q394270
0,Q245399,Q648898
0,Q527539,Q295504
0,Q113727,Q630105
1,Q615768,Q695765
0,Q547027,Q512368
1,Q599816,Q393627
1,Q588397,Q113921
0,Q563374,Q585363
1,Q448259,Q118584
0,Q035206,Q609610
0,Q367443,Q071784
1,Q223548,Q564012
0,Q288561,Q692449
1,Q159317,Q327654
1,Q072767,Q149695
0,Q021086,Q416656
0,Q283287,Q674598
0,Q415494,Q385928
1,Q390909,Q620078
0,Q681152,Q696477
1,Q720998,Q541520
0,Q414041,Q507821
0,Q079906,Q089841
1,Q376876,Q091046
0,Q537991,Q644386
1,Q411082,Q393981
1,Q704203,Q114613
1,Q592413,Q647379
0,Q693866,Q149104
1,Q570438,Q173959
0,Q039161,Q415335
0,Q127646,Q109700
0,Q424169,Q625950
0,Q694822,Q673023
1,Q205875,Q140125
1,Q295244,Q532574
1,Q674085,Q513653
0,Q353268,Q107111
1,Q556729,Q574532
0,Q412942,Q270450
0,Q694042,Q075131
1,Q135891,Q320888
0,Q467688,Q213901
1,Q442215,Q139612
0,Q163259,Q484250
1,Q500894,Q247561
0,Q122095,Q332669
0,Q017760,Q157495
0,Q283737,Q485810
0,Q725010,Q639750
0,Q261081,Q097799
0,Q408895,Q037703
1,Q090047,Q592379
0,Q565240,Q479550
0,Q668292,Q701202
0,Q531921,Q709899
0,Q295061,Q083835
1,Q139672,Q712079
1,Q694406,Q101159
1,Q103623,Q515580
0,Q692069,Q105583
1,Q401754,Q431507
0,Q426277,Q630139
0,Q243604,Q614014
1,Q356543,Q477891
0,Q220608,Q182595
0,Q356216,Q326484
1,Q704181,Q420200
0,Q080752,Q006114
0,Q725752,Q614226
0,Q217219,Q497179
0,Q699993,Q620654
1,Q361438,Q188646
0,Q492671,Q370665
1,Q514019,Q460148
0,Q180148,Q348455
1,Q567975,Q214933
1,Q205443,Q630145
1,Q324590,Q009592
1,Q511012,Q697798
1,Q032964,Q322814
0,Q282909,Q050700
1,Q345904,Q343613
0,Q238956,Q663237
0,Q064157,Q678331
0,Q175678,Q412949
1,Q410315,Q681832
0,Q052072,Q518940
1,Q483132,Q482630
0,Q387323,Q686113
1,Q163016,Q304816
1,Q019382,Q630478
0,Q368319,Q136009
0,Q418783,Q364773
